,job_title,salary,company,location,is_remote,job_rating,job_summary,post_date,extract_date,job_url,rate_by,min,max,adjusted_salary,yearly_adjusted_salary,salary_bins
9,Business Analyst,$25 - $38 an hour,Insight Global,"Portland, OR",Temporarily remote,4.0,"Business or systems analysis: 3 years (Required).
Requirements gathering: 3 years (Required).
3+ years of Analytical Skills: Requirements gathering, Business…",1 day ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCiPadoOw6FI3BqXIfyyn5OF8uqYQk8LejzWvW0xR8ukPLa4KPH_4BwGnb_ju_DccfBEDeO3dmTSt-zhQMw1coxVr1Zh_aesmYiwLcufARI3LD2qNRVtyb3FZei26CZStekZ3WL2uV9SskI4OA0fauvagXdIBBu_MxNduIfZ_-AaatqTWmscY_PgmEheuiEmQPKJceAuSIgba1lvu5vscyWVfZZJYjs9BGrBiQ8o4hfQouC7kRMpk8ywIurrHMxa1YTmXUvrs9X_ITC_Z3aOdaeEMaLaL1TuyyT-ZJK9PGf39s_PdB5lWqZvnBENJ95TNGCuWcranfpPoPZgdNgnBjOTwVNCQkgfZM3NFbU16SXOBGvxY82qPTNApfu27JdaJZO47i4TNK0V0BEzPqHriw25TIB8WzBTqpA==&p=9&fvj=1&vjs=3,Hourly,25.0,38.0,31.5,76986.0,70K - 90K
14,Medicaid Fraud Research Analyst,"$4,225 - $6,483 a month",Department of Justice,"Portland, OR",,4.1,"Collect, sort, and analyze data including but not limited to Medicaid claims data.
Opportunity to expand your government auditing and data analysis skills.",9 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=495b1822f8b3b1d5&fccid=a82ba43bbfe2b26b&vjs=3,Monthly,4225.0,6483.0,5354.0,64248.0,50K - 70K
25,Syndromic Surveillance Data Quality Analyst - Limited Duration (24 months),"$5,106 - $7,847 a month","Oregon Health Authority, Public Health Division","Portland, OR",Temporarily remote,3.8,"Experience working with data collection and use methodologies, including survey research, registry operations, interactive data system principles and design…",Today,2021-01-15,https://www.indeed.com/company/Oregon-Health-Authority/jobs/Syndromic-Surveillance-Data-Quality-Analyst-ab83a0a1fb7ce0af?fccid=6b77ba8def34699e&vjs=3,Monthly,5106.0,7847.0,6476.5,77718.0,70K - 90K
39,Business Analyst,"$50,000 - $60,000 a year","Office Ally, Inc.","Vancouver, WA",Temporarily remote,,"Over three(3) years of business analysis experience.
The Business Analyst will play a key role in facilitating the completion of key deliverables including but…",8 days ago,2021-01-15,"https://www.indeed.com/company/Office-Ally,-Inc./jobs/Business-Analyst-29501728b0fb20c6?fccid=48102d308e37e01a&vjs=3",Yearly,50000.0,60000.0,55000.0,55000.0,50K - 70K
54,Data Analyst - 5508,$50 - $60 an hour,ProFocus,"Beaverton, OR",Remote,,"5+ years in data analysis.
PAY: Target pay for this role is $50-60 per hour and varies based on experience.
Strong experience in SQL and Microsoft Excel.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=1ed0e6117abff47c&fccid=0c4cb88efa29d448&vjs=3,Hourly,50.0,60.0,55.0,134420.0,120K - 150K
63,Budget/Finance Analyst,"$77,440 - $107,668 a year",Oregon Metro,"Portland, OR",Temporarily remote,3.8,"Attention to detail and ability to review accuracy of work products.
Advanced knowledge of Excel, including pivot tables, v-lookups, charts and other tools to…",17 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=b2a5b6e9a1162e29&fccid=43b63c3c44fe4536&vjs=3,Yearly,77440.0,107668.0,92554.0,92554.0,90K - 120K
81,Business Systems Analyst,"$100,000 - $110,000 a year",BICP,"Beaverton, OR",,5.0,"Minimum 3 years of relevant professional experience with an emphasis on building data products.
Experience in data wrangling and strong SQL skills.",30+ days ago,2021-01-15,https://www.indeed.com/company/BICP/jobs/Business-System-Analyst-09e9cd4567758cb3?fccid=74ad6aafaf75e1a3&vjs=3,Yearly,100000.0,110000.0,105000.0,105000.0,90K - 120K
2,Data Scientist (all levels),"$65,000 - $160,000 a year",Cascade Data Labs,"Portland, OR",Temporarily remote,,Analyze a collection of raw data sets to create meaningful impact to large enterprise clients while maintaining a high degree of scientific rigor and discipline…,7 days ago,2021-01-15,https://www.indeed.com/company/Cascade-Data-Labs/jobs/Data-Scientist-8a0f22de0e203dea?fccid=d9a2e6caf751bd78&vjs=3,Yearly,65000.0,160000.0,112500.0,112500.0,90K - 120K
4,Data Scientist - Telecommute,"$71,740 - $84,400 a year",U.S. Bank,"Portland, OR",Remote,3.6,"Ability to data mine, analyze data, and present insights in a meaningful way.
Acquires data from multiple data sources in order to perform analysis and…",4 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=87d3e9b7acfa6f08&fccid=ae5bfc395c530fbc&vjs=3,Yearly,71740.0,84400.0,78070.0,78070.0,70K - 90K
3,Data Analyst/Scientist/Engineer,"$65,000 - $120,000 a year",Cascade Data Labs,"Portland, OR",Temporarily remote,,Familiarity with machine learning techniques and libraries along with the ability to appropriately apply them to various business questions.,30+ days ago,2021-01-15,https://www.indeed.com/company/Cascade-Data-Labs/jobs/Data-Analyst-Scientist-Engineer-32812ae6e0c7078d?fccid=d9a2e6caf751bd78&vjs=3,Yearly,65000.0,120000.0,92500.0,92500.0,90K - 120K
41,Lead Software Developer - C++,"$160,000 a year",ProFocus,"Vancouver, WA",,,"ProFocus is searching for a Lead Software Engineer with extensive C++ experience for a direct hire/full time role.
Strong knowledge of modern C++ / Python.",Just posted,2021-01-15,https://www.indeed.com/rc/clk?jk=9da0d5f40408185c&fccid=0c4cb88efa29d448&vjs=3,Yearly,160000.0,0.0,160000.0,160000.0,150K - 300K
62,Electronics Technician,$31 an hour,APR Consulting Inc,"Tualatin, OR",,4.2,"An Associate Degree in Electrical, Electronic, or Mechanical Technology from an accredited institution of higher learning is required.",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DKYEYS6AaSgPeXyWAkdM8_YPNZv0Ej8KjQCXpwSuT3KJECfqi3zMaU1WUcEBXWC78kd1Xj8G_Cg-H3CnNGAz_WXzX29QbAdEkOEuosUPYMg4lS5v0gv6MtWa3weOtWAOET9iDmeu8wFcr35t2KnuXHdaFq-K4ynHMybMQwCI2Bx-SUnUCZHyppd3x7qQNjFQ3gFyUcTI_qOEOWLhIw1ZIxjwNEJh2YItdKOwe3XYGn6crUYIMdgL_CIpFnA4pgUagYp8W4WyZh-x40TWJybwIBQlOCtEnyla_7UDwqEOftLnfG4n5KF2XNkkKdfRpoE4rHPHH_aeauRKrHUhHzhkIT4l_GYlHdwq0qALp_NFKDzhFJX-xBo7NnKUzEXzNagy8CI2006xlwXkngjPRw-meYg_y_S0e65i7SSg3H8oVW35nosn6r9GLt-5Mg-hARgx0EBaLQ36Wl07fBfI33gaKRu1DhEIHnripafbNQMOuuCtepCzUVwgDfKKhKv8PA8NtQ-R3s6FXPKjJv6vYXIdnbX0w7buU7fDDic-mtQ3odFNfav_nS6QBpoc_n9UIzmPQ=&p=6&fvj=0&vjs=3,Hourly,31.0,0.0,31.0,75764.0,70K - 90K
83,Technical Curriculum Developer (AWS Cloud Curriculum),"$100,600 a year","Amazon Web Services, Inc.","Portland, OR",Remote,3.6,"Above all, the candidate will have a passion for learning.
Facilitate requirements gathering meetings with curriculum stakeholders to define the appropriate…",23 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=0cfc45fa35e2ff25&fccid=fe2d21eef233e94a&vjs=3,Yearly,100600.0,0.0,100600.0,100600.0,90K - 120K
0,Project Analyst,"$63,858 a year",Quick Release_,"Irvine, CA",Temporarily remote,,"Display a high level of attention to detail;
Comprehensive induction training and on-going personal development are provided, so no specific experience is…",Just posted,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BIVHHRuZz5IXa-OB5Eh6cd3XdU5f6WPIs6xmywvj57uSr9zmiORVKAciWbv3Uiqmam_1hsLq-khb35vtTjBv_cvnLBv-eQs58c9yUrE9ztgRTZl78DPmuv1zDp__JuTuahDux0pEScVb5_VJF46Ly1C3Q5EJOgwxnY_reR1n-LFrR85AK8XcqHan0G8-YgD-wEWJjugS7EyhMipnG9l4a4zDq4q83OrCwKjzuwCoZL0xjvUlJp2dXcapv0cMRNFZOHovf62ljX4I8RMQ-eRy9WYLmmVqkwc2VLQ7XOJOd0TxthZ72iKYBSQkvqwRrk_fEVdw3lLaSGQkyGQRTiLJJnEEHP3gOkom7w4RZeXUOKTV9jc0aHTdvUmVRdVChII9u8aSTHY-QaRiiod73HO3mT4WPzchiuHU5FNkSDeO2MDfc0EtLrcrMq-totEucNZwT5NWVN1dsCKQ==&p=0&fvj=1&vjs=3,Yearly,63858.0,0.0,63858.0,63858.0,50K - 70K
2,Business Data Analyst,$45 - $48 an hour,Swift Engineering Inc. www.swiftengineering.com,"San Clemente, CA",,,"Must possess: (1) the ability to contribute to the development of new processes or systems and communicate new concepts; (2) the ability to identify issues,…",2 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAS0Zv4xcKswojT4kngQbkoNTQZvswOSZFUv10tEToz4B4K08KL1FU5VtCP_VojcuaVpAjzemLiLwEhcP2MnOV493QMh4LpoMnartv4njavIt9i-FHLVVVfO0MI3DgWPiT7hEiUU6ZI_YVF6AX-Aq4ymlbQHUU1szA9Bw4_osiaYFgNqT8NHmoxXlzz2OXojNUQ3z5pYbnkmM_e3MDzmWh-YodbLYfwDGryPnOjgMwKQ83byNJuIoj-zV7z4eQ4PJc9qsDNAIvBdQfGI9uAGhLtB4IbC69r4d6pOj-HxHBWcM3MJqHioytndbWtDfNhpr-qXeVF5Y552awquXKRmq6kMjmCsFI_Vcqe7xCoXYse5uDadYPp4H2ZhDgLFvoNF77WhHGYU5AmMrWrngtVzS4YnBLxC4WDpJRwU3-H4hZtexvTNWrkDso8Zj9uNs85P70GB2_IVIOPA==&p=2&fvj=1&vjs=3,Hourly,45.0,48.0,46.5,113646.0,90K - 120K
4,Data Analyst,$30 - $35 an hour,Elwood Staffing,"Costa Mesa, CA",,3.6,"The data analyst will work with all other departments to ensure our entire company is on the same page.
Bachelor’s degree in finance, mathematics, business, or…",6 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B9CCW_whsfuxkPnrGCWiwBkt4X97eCfQxgNKw8n15uOBmANMz276YxxQYnYd9cn1CYW4Mztn51ChEEQLg9Wu4f3YjmXG0WmkxANU-uk8eyfuaXBdhvzhlUXBAuhjodSiZEe1lMIH7MBEB7v4_CfmkmVnFmwxqEHg8s-EWybrl_eqZPR6q483TnoVUv0VGVB_RO5GUA8VILJogwym0CNo8y5QYVPXHTBUsco-Hcgu6iP7H2ZeCM_M11kZMChnNiyPUzKKT3d9j0G8pqUcjY2rmNC5O84ryG6UdYkhQ4_NKOsYUhpylbGGYCD5waKDYCwnqn4F9-sNVolWNn4f2MTOEqzEXLnN003xMM04LrEm88UyvN2xdrxrLZl60vlVK4MgpR2mSIpFM9Z-54rqT_VvKP1GJGUrB0qciElsj9V8_K3taXcB1MQxHWIF9n0ZBrVD2Qo1DqcQj7htI8relf7B3JNAJD1vKS6YmWfR9ShKwg_x4Fpyv7pKpxZcFpvbsWxwVtIkYgOzND7M4aglDqgogp&p=4&fvj=0&vjs=3,Hourly,30.0,35.0,32.5,79430.0,70K - 90K
5,Data Visualization Analyst,"$125,000 - $150,000 a year",Vaco,"Aliso Viejo, CA",,3.7,"We are looking for a Data Visualization Analyst responsible for creating visual elements like charts, graphs and maps to help customers, business partners and…",7 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6tY21qJFDA4GXOwz2wFg-lK6005jvjDhXV5d57OvPqiINZkzrX53ih5mqq0qCNwfaJBsL7sBsjmQ9FqulvB7iDctGIFm5hGlZU6Qfykc2ZZthNVil0pDLK6NwFOAEbEAcfMx2EZtc6C1DXfj0ObGjMjljbsv3OVSrgE_9ytaF1LHBXhtVzzLHj31rk65O2uYY2AIj-gUYv7quPDHO4LT2f426cw3sjP0jBQgXeTF-ZdKvOD3AFMzeP_Du557PMC_JABKQ0oBUYgLUqiJorNbfjd4K8ZQ5elPU0qPkh57XSXM2AvcLvsOLkH9iuNtvz8zPkLavhvirN6jBaGOzSjQLKsygX4EaBAWj8NTEyVCF2vVpxJ20KAYNb5KUYETE70vUr6aQvuITZCK9obvGKeNGzhdk4j_6fQP_DjS3O4A6g53zmvfFkt8fZi&p=5&fvj=0&vjs=3,Yearly,125000.0,150000.0,137500.0,137500.0,120K - 150K
6,Clinical Data Analyst,$45 - $54 an hour,"TalentBurst, Inc","Irvine, CA",,3.5,"Clinical data management: 5 years (Required).
Bachelor's Degree or equivalent 5 years of previous related experience in clinical research including clinical…",4 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AytblDjMhCTRr2PwXSTF3LlCyagmIhB_qBKYhkTsU9J-V2meHhMN7uouPxejrpBnoq2Sbh0iuXak4M60rQ7J_MF7-0kbzA-MHcukx_z9jRcXh7it47Z0cpHjRB3_up9h1Ce5RB2m2IsQ82wFh0ML543hlkF4ri2TaUQ0R0f_Sp2pliNSzWV3JfGyGSqUZ6SsuehW3rz5WPOYsxufCWwMbGuSNw4fTZmritpLVzyGg3bdIGl-z7UhNiluS8PrjvuBPs6LbbK2Axb14xbiXpJqTv35_iK1Ihv2bFPuclZG15zR1GELe1ArjdxFw5dt8rk1JngD-k2TfSRv4blAi1JCOJgW_qKLNWomS_GMfr3otFafy1SlUKJlRldcKov5wgjE6mHSEVOOLymEpekhu1XvPYbGm3cQ_yfVvL0WVhnOb-da_8D9EC1O3ASs46Ta19KBGylYlfOrM7-fs2CYTa1tr_&p=6&fvj=1&vjs=3,Hourly,45.0,54.0,49.5,120978.0,120K - 150K
11,Data Analyst,$50 - $60 an hour,Oxford Global Resources,"Tustin, CA",Temporarily remote,3.7,"Data Analyst data reporting, dashboard, & data extraction.
The Data Analyst role will still be responsible for data reporting, dash boards, analyze and extract…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D38dVY1HiwVlRJ2sgHwoll4iKvb8KzfDOOcqRKKsqQYBdEVI9w2agCyPdJw2s4TQo6bVbYa0pzWcbfksEPJN-2hSg-FgprQPFnmAab5KPQhG6WHnArjx_uL6h25OZeiNFJg_Ju7O6mA_UCi0Sewxm6UEtq2nntjfB1LxYFRBx7Wg1uJGMnUVkRUIfzmT1kb-qFNzJyHj9Gg4xJOapU2CP23crn2vF29TtFlcZXHYu0wlLukEmVfiuHW8fpHQNDgDnvXlBsQCzdVGrI2WeL66IztQyHLBqR_wECGTDIHsLns4cOvz-IZV4iGBYDAzRJCewxxpU4iehyufavRkgh60ypxOJcqNnCPWj3uOYm6uxDKlahrVSCeXixkZV1P_9JZTdbxRwNyl1H_Exn4nVv1JqOOUiHQDOd6KMApqIdgAM8xMBQA3Xnce0Lbb2LBHD7aeI80AGyQAYQjw==&p=11&fvj=1&vjs=3,Hourly,50.0,60.0,55.0,134420.0,120K - 150K
23,Business Analyst,"$100,000 - $120,000 a year",iLink Systems Inc.,"Newport Beach, CA",Temporarily remote,,Solid technical background with understanding and/or hands-on experience with writing requirements for business intelligence solutions.,2 days ago,2021-01-15,https://www.indeed.com/company/iLink-Systems-Inc./jobs/Business-Analyst-301cc919027802a8?fccid=815fb7ecac6e8b95&vjs=3,Yearly,100000.0,120000.0,110000.0,110000.0,90K - 120K
24,Risk Analyst,"$67,000 - $82,000 a year",Strike Acceptance,"Laguna Hills, CA",,4.8,"Analyze data to drive better business decisions.
Develop complex programming to extract and manipulate data.
Ability to extract and manipulate large data sets.",3 days ago,2021-01-15,https://www.indeed.com/company/Strike-Acceptance/jobs/Risk-Analyst-5b3ae979dc1b8c54?fccid=82561798dcfd7972&vjs=3,Yearly,67000.0,82000.0,74500.0,74500.0,70K - 90K
29,Business Intelligence Analyst,"$90,000 - $110,000 a year",AgileOC,"Irvine, CA",,,"Data Intelligence Analyst: 5 years (Required).
SAP BO: 3 years (Preferred).
Ability to write queries using SQL to extract and manipulate data to achieve desired…",7 days ago,2021-01-15,https://www.indeed.com/company/AGILE-ALIIANCE-SOLUTIONS/jobs/Business-Intelligence-Analyst-480f36b1dc95f3e3?fccid=bc225db8727bb4f2&vjs=3,Yearly,90000.0,110000.0,100000.0,100000.0,90K - 120K
45,Sales Analyst,$24 - $29 an hour,Pulmuone Foods USA Inc.,"Fullerton, CA",,2.8,Responsible for gathering data across a wide variety of data platforms such as Nielsen and IRI to support all reporting initiatives on external data.,25 days ago,2021-01-15,https://www.indeed.com/company/Pulmuone-Foods-USA-Inc./jobs/Sales-Analyst-de466b8307fe525c?fccid=15dd75089d6ebd76&vjs=3,Hourly,24.0,29.0,26.5,64766.0,50K - 70K
56,Business Analyst,$43 - $67 an hour,Data wave technologies.com,"Irvine, CA",,,"Should have 5 years of experience in understanding of business analysis principles, processes, and techniques.
Ability to test software solutions.",28 days ago,2021-01-15,https://www.indeed.com/company/Ezen/jobs/Business-Analyst-a0d795dcb7ba6234?fccid=ace430b6ef0c95d3&vjs=3,Hourly,43.0,67.0,55.0,134420.0,120K - 150K
60,GIS Analyst Senior/Principal (Data Science Analyst),"$105,092 - $124,488 a year",Orange County Transportation Authority,"Orange, CA",,3.9,Identifies and collects data from various sources and evaluates and assesses its accuracy and effectiveness; prepares data for efficient analyses.,30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=89f66eb38bc0cdc9&fccid=9b4fce3cff04a200&vjs=3,Yearly,105092.0,124488.0,114790.0,114790.0,90K - 120K
71,JD Edwards E1 Homebuilder Business Analyst,"$130,000 - $140,000 a year",SSA,"Newport Beach, CA",,,"Our Client, the new leader in their field, is currently looking for a Functional Senior Level JD Edwards E1 Business Analyst with JDE Homebuilder Module…",Today,2021-01-15,https://www.indeed.com/company/Systems-Support-Agency/jobs/JD-Edward-Homebuilder-Business-Analyst-71f3a872c3381561?fccid=f0a49af35abd0ce1&vjs=3,Yearly,130000.0,140000.0,135000.0,135000.0,120K - 150K
80,Data Analyst - Marketing & Web Analytics,$35 - $50 an hour,Experian,"Costa Mesa, CA",Temporarily remote,3.8,"Data analyst: 2 years (Preferred).
The Data Analyst will support Experian’s global B2B business lines by performing a variety of critical data functions,…",30+ days ago,2021-01-15,https://www.indeed.com/company/Experian/jobs/Data-Analyst-749a46816316dbe7?fccid=75a3a5a15b202084&vjs=3,Hourly,35.0,50.0,42.5,103870.0,90K - 120K
81,Senior Data Reporting Analyst (SQL Admin),"Up to $75,000 a year",Mr. Cooper,"Santa Ana, CA",,3.2,"Report daily on lead flow, lead conversions, and provide lead vintage data.
A Sales Marketing Analyst with Call Center Operation experience is a well-rounded…",30+ days ago,2021-01-15,https://www.indeed.com/company/Mr.-Cooper/jobs/Senior-Data-Reporting-Analyst-86cfe95889c61faa?fccid=31983fe75ad38002&vjs=3,Yearly,75000.0,0.0,75000.0,75000.0,70K - 90K
114,Warehouse Management Business Analyst,$24 - $40 an hour,C3 Business Solutions,"Newport Beach, CA",,3.7,"Gathering and analyzing client data.
2 – 5 yrs experience as Warehouse Manager or key warehouse staff member.
It should be hands-on and more than just clerical,…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=f247a846d81b9d90&fccid=d278789782e164b3&vjs=3,Hourly,24.0,40.0,32.0,78208.0,70K - 90K
119,Technical Business Analyst - Japanese Language Required,"$60,000 - $85,000 a year","Station Digital Media, Inc.","Long Beach, CA",,,"Station Digital Media Inc. is seeking a Technical Business Analyst (BA) to engage in an Automotive related project(s), involving but not limited to the Mobile…",1 day ago,2021-01-15,https://www.indeed.com/rc/clk?jk=a71ec1b74de97af7&fccid=278d61ca88c5e3e1&vjs=3,Yearly,60000.0,85000.0,72500.0,72500.0,70K - 90K
121,Lead EDI Analyst,$46 - $65 an hour,NTERSOL,"Irvine, CA",Temporarily remote,,"Billing- Claims- Payments: and that process that includes data mapping and the transformation of data.
Lead Analyst on EDI (X12) ideally with Revenue Cycle or…",30+ days ago,2021-01-15,https://www.indeed.com/company/NTERSOL/jobs/Lead-EDI-Analyst-258682c6f8d35983?fccid=77a4b93264c8415e&vjs=3,Hourly,46.0,65.0,55.5,135642.0,120K - 150K
122,Sr. IT Data Analyst,"$80,000 - $115,000 a year",Shock Doctor Inc,"Fountain Valley, CA",Remote,,"2 years’ experience designing and building data warehouse and operational data stores.
They will become a subject matter expert in the data, process and data…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=5681918065497c90&fccid=d5bbff633f1d71a4&vjs=3,Yearly,80000.0,115000.0,97500.0,97500.0,90K - 120K
144,Business Analyst,"$47,000 a year",V-Soft Solutions,"Cerritos, CA",,,"Validation of data warehousing application data by querying directly to the database.
Should be able to explain their thought process and tools for analyzing…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=2b292d4a7bb1e331&fccid=4ecba01c3f92bc5d&vjs=3,Yearly,47000.0,0.0,47000.0,47000.0,0 - 50K
181,Medical Billing AR Analyst,$22 - $24 an hour,TPIRC/ Southern California Food Allergy Institute,"Long Beach, CA",,3.1,"Track program starts, completion, and remission data.
Collect and analyze data, prepare reports, and identify trends in regards to payments and areas of…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=16c43b68895ed2d0&fccid=4da221257e534a00&vjs=3,Hourly,22.0,24.0,23.0,56212.0,50K - 70K
216,New Business Analyst,$29 an hour,RemX,"Fountain Valley, CA",,3.3,"Provide accurate data as it relates to market opportunities.
Be able to define problems, collects data, establishes facts, and draw valid conclusions.",8 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CuHSGuDApGVPx9cXRLGO-izRoRBHVZoe6qYcOHefrkjjayppeLopH22wnTycBj1L64-TbgBl548e-sZibu9IZOeEZrBqVJcYlcVruJ9uYc2C5ATkSitML7G2aQSt7JXiLFX9dIKB-p1J6LKMW78oq9up3FDGE8WGlIKDaDK28_Ni3Zi2AGtyV-jhwzXGjZ9NxX8AtBSOkpBpq5qRGu8jnRH7MPdwZtAOu-WvCM2zxG9iQzYTyPa4_qjaXVZ2JaUOGjJ6ViBMMaDNlV0qNx1XOczDmGG42raoxYDFevNRGIuaEE4anY7evNU54bcXqW4Lo1hJmvpIbvCk-XnkhhHb5W9ou0i94h6A-VpZ-bf8oPybJzK3YCAhVOnClzR7bMqly1TPDO0TWoHPw_FafNXb6GTUi_mDxOMF6k0tXcdRsCRv7wZlHDmQ5W-ndW3Rqzlg-Lc-o60qyjtIoRqWz20qt--oRWb4IvJlrp0osqgXrF3mu_NXF5Ppuci25FRvBmSs59Xi2E4dUmv8XnOrmPINepv1O7fcPpnJ-jVtbAYIZ6LJHgd0fTcaUIGNNbbIujxUDJyvk5itHArpuXY-B2mRrwBcr5C42c8U8iXN-hEwLKeXf0F8lRrKRQQq6sXCrLVjK3oMRaKyNr-8eVGaf-3Lxix7Il_dIEh7dLL53jdoha6-xorTNrOK1D8hT0vOaDVdydwRcfocQ6nN9vGDBSS-FO2jFCrVzDEpsiN_Lk4CwzP8PMXnXKeSwtpnf6qmteHQg1h_jg82KxOMogWajFBh3M3uOZQS7e77Ivmzww-vc3_qQHON4uKp7I9nlpHLWscT0=&p=6&fvj=0&vjs=3,Hourly,29.0,0.0,29.0,70876.0,70K - 90K
219,Business Analyst,$28 - $30 an hour,Ledgent Technology,"Irvine, CA",,3.4,"Looking for a person with really just 1-2 years of experience in the data/BA realm.
This person gathers info and data from sales and marketing, does some basic…",20 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhfrGGbcblirJ0_oD-V1jJ9SBvie1turFDKTAe6KCgNxcglQf_GDNs19Mxti6n_SqifNjhx4xGW3PFdZIywbtvqc08d3bYPnut1W8Q7KGFtBo4t2X2v_vYEQmflLXFgh6ZhQMaVx9e1neEMR6rLnF78SNRhcUme0qcbHG7v1fghgd-u3jU3jPkgT96mZHWJFvb3IslM4zsxyWgn3jn26PriRrM8wov5_Vc-nXDnf58Gh_vT260lNuGHQL6yaZvKmSZJTYADridYQtEw_efyq6xUFGobEABJIP9gBSMwo-MXKBuQNyeq4GieT8pt2SK6xaBpfIMVjvDHDiKvowjTFi3sLNEfban1dHmd2j7WoIRSvjAddJdhkaWkhls9FrSYF2403qBbJyKOy8HBxcufcF9-ay27tw4ZDNdb9NgbF6rOvA53k4adE9HVwsYSHb0V7G2mu8cto98FzfS7etEfw22JuhYU-8-wmp5oHATh9N4brESVncTIb6iG8m5l-m3bIPzT0ma0k7lAmTDsydCzk-953XvvpV7bFelSUA4JmupjrLMo8-hGb342_LZfOyZLCqKkFOTtjJws5i6jIGFyzYm5Bm4ozwwSl0S9yq0rO810VL-ZpZLg0WmVG75YkHuF9dYivivfC7zfWQmyTeYPlWrOzPCagGIIC3H6Lg7m34jWE0dgoyt-3f0&p=9&fvj=0&vjs=3,Hourly,28.0,30.0,29.0,70876.0,70K - 90K
222,Business Data Analyst - Sap,$68 an hour,AllSTEM Connections,"Westminster, CA",,5.0,"? Importing and Exporting data from various corporate systems.
? Responsibilities will include: develop user interfaces for survey data collections, extract,…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Akmm0SHSm6KXMG3PLe28cvsql5ALZY-VGg2iXYcU3b0-T4N_D2rn7pJUf0R1ZmFqLiz4zRjBLhGQLP67zCQJ3JA3x_lJ0YBIkYM_9dLgdlPjPqkxhyYdMF9eHC20yAlCXHuGxod7Z3gJALTyhGu3NmK_0M2EQ5vO0H-fhrblqVcnTPFtoBwkZRcgFU4tDWgaANsWNg80MaU66GeYTDaS-OsS132ODoSdmUlFMBg4stZVDilBklJ0P0rrW4tFYWRJniZUqb29EEHU1RcHqWw8Dqu51224q1yH1J6sHpSKQ0Do__NzttPkTbXh253ycIzt_TXKjc1zazWUHXRe67DzmCQVt_JUTcOd5ybZlM5qWmpCR69OuvS5i_tkApnUDbPllgQ6Isve_Tp6MZ6Q9LemX5nRSwyquSR1qXUn4ASbVsa3QTZctDfE2N85Eh4lK9qa2wrbaCza7OhSZDp6wzPWI7uC2ZQ0sQ1fP-0VxWv8yDKgUBYrSRxxiLubL-ZUREqVXHivvrC2KC6G2zQPTm-S5aGmjs_mumLUvh8a6wykgb0y43t-cpvHd-Y7XA5XI12uGNix9nCfLsmG5H-86SCL0_bpaonk9HHKEodlQAzwITfUWzGLEChOCO&p=12&fvj=0&vjs=3,Hourly,68.0,0.0,68.0,166192.0,150K - 300K
